Table_data_1	Table_data_date	Latitude	Longitude
"Saturday, 10th. P.M. Moderate breezes at North-West by North and North with which we stood close upon a Wind to the Westward. At sunset the Southermost point of land, which I afterwards named South Cape,* (* South Cape is the southern point of Stewart Island. Cook's position for it is wonderfully exact.) and which lies in the Latitude of 47 degrees 19 minutes South, Longitude 192 degrees 12 minutes West from Greenwich, bore North 38 degrees East, distant 4 Leagues, and the Westermost land in sight bore North 2 degrees East. This last was a small Island, lying off the point of the Main.* (* Long Island, which lies, with others, on the west side of Stewart Island.) I began now to think that this was the Southermost land, and that we should be able to get round it by the West, for we have had a large hollow swell from the South-West ever since we had the last gale of wind from that Quarter, which makes one think there is no land in that direction. In the Night it began to blow, so that at or before daylight we were brought under our 2 Courses; but at 8 a.m. it fell moderate, and we set the Topsails close Reeft, and the Mizn and Mizn Staysail being split, we unbent them and bent others. At Noon, the wind Coming at West, we Tackt and stood to the Northward, having no land in sight; our Latitude by observation was 47 degrees 33 minutes South, Longitude West from the South Cape 0 degrees 59 minutes."	1770-03-10	-47.3166666666667	168.2
"Sunday, 11th. Winds between the West and North-West, a fresh Gale, and Clear weather. Stood away North-North-East close upon a wind without seeing any land until 2 A.M., when we discover'd an Island bearing North-West by North, distant 4 or 5 Leagues. Two hours after this we saw the Land ahead, upon which we Tackt and stood off until 6 o'Clock; then stood in, in order to take a nearer View of it. At 11, being about 3 Leagues from the land, and the wind seem'd to incline on Shore, we Tackt and stood off to the Southward. And now we thought that the land to the Southward, or that we have been sailing round these 2 days past, was an Island, because there appeared an Open Channell between the North part of that land and the South part of the other in which we thought we saw the Small Island we were in with the 6th Instant; but when I came to lay this land down upon paper from the several bearings I had taken, it appeared that there was but little reason to suppose it an Island. On the contrary, I hardly have a doubt but what it joins to, and makes a part of, the Mainland,* (* Cook was deceived, as Stewart is an island.) the Western extremity of which bore at Noon North 59 degrees West, and the Island seen in the Morning* (* This was called by Cook Solander Island.) South 59 degrees West, distant 5 Leagues. Latitude observed 46 degrees 24 minutes South, Longitude 192 degrees 49 minutes West. It is nothing but a barren rock of about a Mile in Circuit, remarkably high, and lies full 5 Leagues from the Main. The shore of the Main lies nearest East by South and West by North, and forms a large open bay, in which there is no appearance of a Harbour or other place of safety for shipping against South-West and Southerly winds. The face of the Country bears a very rugged Aspect, being full of high craggy hills, on the Summits of which were several patches of Snow. However, the land is not wholy barren; we could see wood, not only in the Valleys, but on several of the Hills; but we saw no signs of inhabitants."	1770-03-11	-46.4	168.816666666667
"Monday, 12th. Fresh Gales between the West and North-West; latter part squally, with rain. Stood to the South-West by South until 11 a.m., at which time the wind shifted to the South-West by West. We wore, and stood to the North-North-West, being then in the Latitude of 47 degrees 40 minutes South, and Longitude 193 degrees 50 minutes West, having a Hollow Sea from the South-West."	1770-03-12	-47.6666666666667	167.833333333333
"Tuesday, 13th. Strong Gale between the South-West by West and South-South-West, with a large Hollow sea from the same Quarter. In the P.M. had frequent Squalls, with Showers of rain; in the night had several very heavy squalls, attended with Showers of Hail, which obliged us to take in our Topsails. During the night steer'd North-North-West until 6 a.m., when, seeing no land, we steer'd North by East, and set the Main Topsail, single reeft. At 8 set the Foretopsail, single reeft, and loosed all the Reefs out of the Maintopsail, and Steer'd North-East by East 1/2 East in order to make the land. At 10 saw it bearing East-North-East, and appeared to be very high; but, being hazey over it, we could see nothing distinct neither now nor at Noon, when, by Observation, we were in the Latitude of 46 degrees 0 minutes South. Course and distance Sailed since Yesterday North 5 degrees West, 96 Miles. Longitude made from the South Cape 1 degree 40 minutes West."	1770-03-13	-46	NA
"Wednesday, 14th. In the P.M. had a fresh Gale from the Southward, attended with Squalls. At 2 it Clear'd up over the land, which appeared high and Mountainous. At 1/2 past 3 double reeft the Topsails, and hauld in for a Bay, wherein their appear'd to be good Anchorage, and into which I had thought of going with the Ship; but after standing in an hour, we found the distance too great to run before dark, and it blow'd too hard to attempt it in the night, or even to keep to Windward; for these reasons we gave it up, and bore away along shore. This bay I have named Dusky Bay. It lies in the Latitude of 45 degrees 47 minutes South; it is about 3 or 4 Miles broad at the Entrance, and seems to be full as deep. In it are several Islands, behind which there must be Shelter from all winds, provided there is a Sufficient Depth of Water.* (* Dusky Bay is one of the remarkable inlets known now as the New Zealand Sounds. They are very deep, narrow fiords, running into the high mountains, that here come close to the shore, and are much visited now for the sake of the grandeur of the scenery. Cook visited and surveyed Dusky Bay in his next voyage. The Endeavour had nearly as much tempestuous weather in rounding the south end of New Zealand as she had off the North Cape; but Cook managed to get a very fair idea of the coast, notwithstanding, by dint of perseverance.) The North point of this bay, when it bears South-East by South, is very remarkable, there being off it 5 high peaked rocks, standing up like the 4 fingers and thumb of a Man's hand; on which account I have named it Point Five Fingers. The land of this point is farther remarkable by being the only Level land near it, and extends near 2 Leagues to the Northward. It is pretty high, wholy cover'd with wood, and hath very much the Appearance of an Island, by its aspect being so very different from the Land behind it, which is nothing but barren rocky Mountains. At Sunset the Southermost Land in sight bore due South, distant 5 or 6 Leagues; and as this is the Westermost point of land upon the whole Coast I have called it West Cape. It lies about 3 Leagues to the Southward of the bay above-mentioned, in the Latitude of 45 degrees 54 minutes South, and Longitude 193 degrees 17 minutes West. The land of this Cape seems to be of a moderate height next the Sea, and hath Nothing remarkable about it that we could see, Except a very White Clift 2 or 3 Leagues to the Southward of it. The land to the Southward of Cape West trends away towards the South-East; to the Northward of it it Trends North-North-East and North-East. At 7 o'Clock brought the Ship too under the Foresail, with her head off Shore, having a fresh Gale at South by East. At Midnight it moderated, and we wore and lay her head in shore until 4 a.m.; then made Sail, and Steer'd along shore North-East 1/2 North, having a moderate breeze at South-South-East. At Noon we were by observation in the Latitude 45 degrees 13 minutes South; Course and distance sailed since Yesterday North 41 degrees East, 62 Miles; Longitude made from Cape West 0 degrees 29 minutes East, being at this time about 1 1/2 Leagues from Shore. Sounded, and had no ground with 70 fathoms Line. A little before Noon we passed a little Narrow opening in the land, where there appear'd to be a very Snug Harbour,* (* Doubtful Sound, another of the fiords mentioned in note above.) form'd by an Island, in the Latitude of 45 degrees 16 minutes South; inland, behind this Opening, were Mountains, the summits of which were Cover'd with Snow that seem'd to have fallen lately, and this is not to be wondered at, for we have found it very cold for these 2 days past. The land on each side the Entrance of this Harbour riseth almost perpendicular from the Sea to a very considerable Height; and this was the reason why I did not attempt to go in with the Ship, because I saw clearly that no winds could blow there but what was right in or right out, that is, Westerly or Easterly; and it certainly would have been highly imprudent in me to have put into a place where we could not have got out but with a wind that we have lately found to blow but one day in a Month. I mention this because there was some on board that wanted me to harbour at any rate, without in the least Considering either the present or future Consequences."	1770-03-14	-45.7833333333333	167.283333333333
"Thursday, 15th. Clear weather, Winds at South-West and South-West by South, a Gentle breeze, except in the night, when we had variable light Airs and Calm. In the evening, being about 2 Leagues from the land, we sounded, but had no ground with 103 fathoms. Variation per Azimuth 14 degrees East, per Amplitude 15 degrees 2 minutes East. With what wind we had we made the best of our way along shore to the North-East, keeping at the distance of 2 or 3 Leagues off from the Land. At Noon we were in the Latitude of 44 degrees 47 minutes, having run only 12 Leagues upon a North-East 1/4 North Course since Yesterday at Noon; Longitude made from Cape West 1 degree 3 minutes East."	1770-03-15	-44.7833333333333	NA
"Friday, 16th. Winds at South-West; a fresh breeze and Clear. Steer'd along shore North-East 1/4 East until 6 p.m., when we Shortned Sail, and brought too for the Night. Variation per Azimuth 13 degrees 48 minutes East. At 4 A.M. made sail, and Stood in for the land. At daylight saw the appearance of an inlet into the land; but upon a nearer approach found that it was only a deep Valley, bounded on each side by high lands, upon which we bore away North-East 1/4 East along shore, keeping about 4 or 5 miles off. At Noon the Northermost point of land in sight bore North 60 degrees East, distant 10 Miles; Latitude per Observation 44 degrees 5 minutes; Longitude made from Cape West 2 degrees 8 minutes East."	1770-03-16	-44.0833333333333	NA
"Saturday, 17th. Continued our Course along shore, having in the P.M. the advantage of a fresh Gale at South-West. At 2, past by the point afore-mentioned, which is of a Moderate height, with deep Red Clifts, down which falls 4 Small streams of Water, on which account it is named Cascades Point. Latitude 44 degrees 0 minutes South; Longitude 2 degrees 20 minutes East from Cape West. From this point the land at first Trends North 76 degrees East, but afterwards more to the Northward East-North-East, 8 Leagues. From this point and near the Shore lies a small low Island, which bore from us South by East, distant 1 1/2 Leagues. At 7 o'Clock we Shortned sail, and brought too under the Topsails, with her head off Shore, having 33 fathoms, and fine sandy bottom. At 10, had 50 fathoms, and at 12, wore in 65 fathoms, having drove about 5 Miles North-North-West since we brought too. Two hours after this had no ground with 140 fathoms; which shews that the soundings extend but a little way from the land. From 2 to 8 a.m. had it Calm and hazey, with drizzling rain, at which time a breeze sprung up at South-West, with which we steer'd along shore North-East by East 1/4 East, keeping about 3 Leagues from the land. At Noon had no Observation, being Hazey with rain. Our run since Yesterday at Noon is North-East by East, 55 Miles; Longitude from Cape West 3 degrees 12 minutes East."	1770-03-17	-44	2.33333333333333
"Sunday, 18th. In the P.M. had a fresh breeze at South-West by West, attended with drizzling rain. At 8, being about 3 Leagues from the land, shortned sail, and brought too, having run 10 Leagues North-East by East since noon; at this time had 44 fathoms, and 2 hours before had 17 fathoms, fine sandy bottom, being then about 1 League from the land. Had it Calm the most part of the Night, and until 10 a.m., when a light breeze sprung up at South-West by West. We Made sail along shore North-East by North, having a large swell from the West-South-West, which had risen in the Night. At Noon Latitude in per Observation 43 degrees 4 minutes South; Course and distance sail'd since Yesterday is North 54 degrees East, 54 Miles; Longitude made from Cape West 4 degrees 12 minutes East. The Mountains and some of the Vallies we observed this morning were wholy cover'd with Snow, part of which we suppos'd to have fallen in the P.M. and fore part of the Night, at the time that we had rain--and yet the weather is not Cold.* (* They did not see Mount Cook, 12,300 feet high, and the highest mountain in New Zealand; no doubt the summit was in the clouds.)"	1770-03-18	-43.0666666666667	NA
"Monday, 19th. In the P.M. had a fresh breeze at South-West by West and West-South-West, which we made the most of until 6, when we shortned sail, and at 10 brought too, and sounded 115 fathoms, judging ourselves to be about 5 Leagues from the land. At midnight it fell little wind, on which account we made sail. At 8 a.m. the wind veer'd to the North-West by North, with which we stood to the North-East close upon a wind until noon, at which time we Tack'd, being about 3 Leagues from the land, and by Observation in the Latitude of 42 degrees 8 minutes and Longitude from Cape West 5 degrees 5 minutes East* (* The Endeavour had passed the mouth of the Grey River, the district of the great coalfields of New Zealand.) Course and distance run since Yesterday at Noon North 35 degrees East, 68 Miles; Depth of Water 65 fathoms, the land extending from North-East by North to South-South-West."	1770-03-19	-42.1333333333333	5.08333333333333
"Tuesday, 20th. Fresh Gales at North-West by North and North by West. P.M. fair weather; the remainder hazey, with rain, and Squall, which brought us under close Reeft Topsails. Stood to the Westward until 2 a.m., when we made a Trip to the Eastward, and afterwards stood to the Westward until Noon, when, by our reckoning, we were in the Latitude of 42 degrees 23 minutes South. Course and distance sail'd South 74 degrees West, 54 Miles; Longitude made from Cape West 5 degrees 55 minutes East. Tack'd and stood to the Eastward."	1770-03-20	-42.3833333333333	NA
"Wednesday, 21st. In the P.M. had a fresh Gale at North by West, attended with rain until 6, when the Wind shifted to South and South-South-West, and continued to blow a fresh Gale, with which we steer'd North-East by North until 6 A.M., at which time we haul'd in East by North in order to make the land which we saw soon after. At Noon our Latitude per Account was 41 degrees 37 minutes, and Longitude from Cape West 5 degrees 42 minutes East; Course and distance sail'd since Yesterday North 60 degrees East, 92 miles. At this time we were not above 3 or 4 Leagues from the land, but being very foggy upon it we could see nothing distinct, and as we had not much wind, and a prodigious swell rowling in upon the Shore from the West-South-West, I did not think it safe to go nearer."	1770-03-21	-41.6166666666667	5.7
"Thursday, 22nd. In the P.M. had a Gentle breeze from the South-South-West, with which we steer'd along shore North-East until 8, when being about 2 or 3 Leagues from shore we sounded, and had 34 fathoms, upon which we haul'd off North-West by North until 11, then brought too, having at this time 64 fathoms. At 4 a.m. made sail to the North-East, wind at South-South-West, a light breeze. At 8 the wind veer'd to the Westward, and soon after fell Calm; at this time we were about 3 or 4 Miles from the Shore, and in 54 fathoms, having a large swell from the West-South-West rowling Obliquely upon the Shore, which put me under a good deal of Apprehension that we should be obliged to Anchor; but by the help of a light Air now and then from the South-West quarter we were Enabled to keep the Ship from driving much nearer the shore. At Noon the Northermost land in sight bore North-East by East 1/4 East, distant 8 or 10 Leagues; our Latitude by account was 40 degrees 55 minutes South, Longitude from Cape West 6 degrees 35 minutes East; Course and distance sail'd since Yesterday at Noon North 36 degrees East, 42 Miles; very foggy over the Land."	1770-03-22	-40.9166666666667	6.58333333333333
"Friday, 23rd. Light Airs from the Southward, at intervals Calm, the fore part hazey, the remainder clear, pleasant weather. At Noon our Latitude, by observation, 40 degrees 36 minutes 30 seconds South, Longitude from Cape West 6 degrees 52 minutes East; the Eastermost point of Land in sight* (* Cape Farewell, the north point of the Middle Island.) bore East 10 degrees North, distant 7 Leagues, and a bluff head or point we were abreast of yesterday at Noon, off which lay some rocks above Water, bore South 18 degrees West, distant 6 Leagues. This point I have named Rocks Point, Latitude 40 degrees 55 minutes South. Having now nearly run down the whole of this North-West Coast of Tovy Poenammu, it is time I should describe the face of the Country as it hath at different times appeared to us. I have mentioned on the 11th Instant, at which time we were off the Southern part of the Island, that the land seen then was rugged and mountainous; and there is great reason to believe that the same ridge of Mountains extends nearly the whole length of the Island from between the Westermost Land seen that day and the Eastermost seen on the 13th. There is a space of about 6 or 8 Leagues of the sea Coast unexplored, but the Mountains inland were Visible enough. The land near the Shore about Cape West is rather low, and riseth with a gradual assent up to the foot of the Mountains, and appear'd to be mostly covered with wood. From Point Five Fingers down to the Latitude of 44 degrees 20 minutes there is a narrow ridge of Hills rising directly from the Sea, which are Cloathed with wood; close behind these hills lies the ridge of Mountains, which are of a Prodidgious height, and appear to consist of nothing but barren rocks, covered in many places with large patches of Snow, which perhaps have lain there since the Creation. No country upon Earth can appear with a more rugged and barren Aspect than this doth; from the Sea for as far inland as the Eye can reach nothing is to be seen but the Summits of these rocky Mountains, which seem to lay so near one another as not to admit any Vallies between them. From the Latitude of 44 degrees 20 minutes to the Latitude 42 degrees 8 minutes these mountains lay farther inland; the Country between them and the Sea consists of woody Hills and Vallies of Various extent, both for height and Depth, and hath much the Appearance of Fertility. Many of the Vallies are large, low, and flatt, and appeared to be wholy covered with Wood; but it is very probable that great part of the land is taken up in Lakes, Ponds, etc., as is very common in such like places. From the last mentioned Latitude to Cape Farewell, afterwards so Called, the land is not distinguished by anything remarkable; it rises into hills directly from the Sea, and is covered with wood. While we were upon this part of the Coast the weather was foggy, in so much that we could see but a very little way inland; however, we sometimes saw the Summits of the Mountains above the fogg and Clouds, which plainly shew'd that the inland parts were high and Mountainous, and gave me great reason to think that there is a Continued Chain of Mountains from the one End of the Island to the other.* (* This is, to a great extent, the case.)"	1770-03-23	-40.6	6.86666666666667
"SUNDAY, 1st April. In the P.M. had a moderate breeze at East, which in the Night Veer'd to the North-East, and was attended with hazey, rainy weather. I have before made mention of our quitting New Zeland with an intention to steer to the Westward, which we accordingly did, taking our departure from Cape Farewell in the Latitude of 40 degrees 30 minutes South and Longitude 185 degrees 58 minutes West from Greenwich, which bore from us at 5 p.m. West 18 degrees North, distance 12 Miles. After this we steer'd North-West and West-North-West, in order to give it a good berth, until 8 o'Clock a.m., at which time we steered West, having the Advantage of a fresh Gale at North by East. At Noon our Latitude by account was 40 degrees 12 minutes South, Longitude made from Cape Farewell 1 degree 11 minutes West."	1770-04-01	-40.5	175.966666666667
"Monday, 2nd. In the P.M. had a moderate Gale at North, with thick hazey weather, attended with rain. At 8 it fell little wind, and Veer'd to West-South-West, at which time we Tack'd. At Midnight the wind came to South-South-West, and increased to a brisk gale with fair Cloudy weather, which we made the most of as soon as it was daylight. At Noon our Latitude, by Observation, was 40 degrees 0 minutes, and Longitude made from Cape Farewell 2 degrees 31 minutes West."	1770-04-02	-40	NA
"Tuesday, 3rd. Cloudy weather; Winds at South-West and South-South-West, a fresh Gale, with which we made our Course good North-West by West, and distance run from Yesterday at Noon to this day at Noon 38 1/2 Leagues. Latitude, by observation, 38 degrees 56 minutes South; Longitude made from Cape Farewell 4 degrees 36 minutes West."	1770-04-03	-38.9333333333333	NA
"Wednesday, 4th. Had a steady brisk Gale at South-South-West with some flying showers of rain and large hollow Sea from the Southward. In the P.M. unbent the Maintopsail to repair, and brought another to the Yard and set it close reefed. At Noon our Latitude, by Observation, was 37 degrees 56 minutes South; Course and distance since Yesterday at Noon North 60 degrees West, 122 Miles; Longitude made from Cape Farewell 6 degrees 54 minutes West."	1770-04-04	-37.9333333333333	NA
"Thursday, 5th. Fresh Gales at South, which in the A.M. veer'd to South-East by South. At Noon our Latitude, by observation, was 37 degrees 23 minutes South, Longitude made from Cape Farewell 9 degrees 10 minutes West; Course and distance sail'd since Yesterday at Noon North 73 degrees 15 minutes West, 37 Leagues."	1770-04-05	-37.3833333333333	NA
"Friday, 6th. Winds between the South by East and South-East, with a Continued swell from the South-South-West. At Noon our Latitude in per Observation 37 degrees 18 minutes South; Course and distance sail'd since Yesterday at Noon North 85 degrees West, 58 Miles. Longitude made from Cape Farewell 10 degrees 35 minutes West."	1770-04-06	-37.3	NA
"Saturday, 7th. Gentle breezes at North-East, which in the A.M. Veer'd to North-West. In the P.M. found the Variation by the Mean of several Azimuths to be 13 degrees 50 minutes East, being then in the Latitude of 37 degrees 23 minutes South, and Longitude 196 degrees 44 minutes West. In the A.M. Punished Jno. Bowles, Marine, with 12 lashes for refusing to do his duty when order'd by the Boatswain's Mate and Serjeant of Marines. At Noon Latitude per Observation 37 degrees 35 minutes South, Longitude made from Cape Farewell 11 degrees 34 minutes West; Course and distance run since Yesterday noon South 70 degrees 15 minutes West, 50 Miles."	1770-04-07	-37.3833333333333	164.733333333333
"Sunday, 8th. Gentle breezes from the North-West and North. In the P.M. found the Variation to be 13 degrees 56 minutes East. At Noon Latitude in per Observation 38 degrees 0 minutes South, Longitude made from Cape Farewell 13 degrees 2 minutes West; Course and distance sail'd since Yesterday noon South 70 degrees 15 minutes West, 74 Miles."	1770-04-08	-38	NA
"Monday, 9th. Gentle breezes at North-West; pleasant weather and a Smooth Sea. In the A.M. saw a Tropic Bird, which, I believe, is uncommon in such high Latitudes. At Noon Latitude observ'd 38 degrees 29 minutes South, Longitude made from Cape Farewell 14 degrees 45 minutes West; Course and distance sail'd since Yesterday noon South 70 degrees 15 minutes West, 86 Miles."	1770-04-09	-38.4833333333333	NA
"Tuesday, 10th. Gentle breezes at North-West by North, and clear settled weather. In the A.M. found the Variation, by the Amplitude, to be 11 degrees 25 minutes East, and by Azimuth 11 degrees 20 minutes. At Noon the observed Latitude was 38 degrees 51 minutes South, and Longitude made from Cape Farewell 16 degrees 45 minutes; Longitude in 202 degrees 43 minutes West; Course and distance sail'd since Yesterday noon South 76 degrees 45 minutes West, 96 Miles."	1770-04-10	-38.85	NA
"Thursday, 12th. Calm, with now and then light Airs from the North-East and North-West; cloudy weather, but remarkably warm, and so it hath been for some days past. At Noon we were in the Latitude of 39 degrees 11 minutes, and Longitude from Cape Farewell 17 degrees 35 minutes West; Course and distance sail'd since Yesterday noon South 66 degrees West, 10 Miles."	1770-04-12	-39.1833333333333	-17.5833333333333
"Friday, 13th. Light Airs next to a Calm, with Clear pleasant weather; what little wind we had was from the North-West quarter. In the Course of this day found the Variation to be 12 degrees 27 minutes East, being at Noon, by observation, in the Latitude of 39 degrees 23 minutes South, and Longitude 204 degrees 2 minutes West; Course and distance since Yesterday noon South 62 degrees West, 26 Miles, and Longitude made from Cape Farewell 18 degrees 4 minutes West."	1770-04-13	-39.3833333333333	156.033333333333
"Saturday, 14th. Calm serene weather, with sometimes light Airs from the Northward. At sun set found the Variation to be 11 degrees 28 minutes East, and in the Morning to be 11 degrees 30 minutes East. The Spritsail Topsail being wore to rags, it was condemn'd as not fit for its proper use, and Converted to repair the 2 Top Gallant Sails, they being of themselves so bad as not to be worth the Expence of new Canvas, but with the help of this sail may be made to last some time longer. At Noon Latitude in 39 degrees 25 minutes South, Longitude made from Cape Farewell 18 degrees 21 minutes West; Course and distance since Yesterday noon South 18 degrees West, 13 Miles."	1770-04-14	-39.4166666666667	NA
"Sunday, 15th. In the P.M. had light Airs at North, which in the A.M. increased to a fresh Gale, with which we made the best of our way to the Westward, and by noon had run since yesterday upon a South 86 degrees 15 minutes West Course, 79 Miles. Latitude in, by Observation, 39 degrees 30 minutes South, and Longitude made from Cape Farewell 20 degrees 2 minutes West. Some flying fish seen this day."	1770-04-15	-39.5	NA
"Tuesday, 17th. At 2 p.m. the wind came to West-South-West, at which time we Tack'd and stood to the North-West. Before 5 o'Clock we were obliged to close reef our Topsails, having a Strong gale, with very heavy squalls; about this time a Small land bird was seen to pearch upon the rigging. We sounded, but had no ground with 120 fathoms of line. At 8 o'Clock we wore and stood to the Southward until 12 at Night, then wore and stood to the North-West until 4 a.m., when we again stood to the Southward, having a fresh Gale at West-South-West, attended with Squalls and dark hazey unsettled weather until 9; at which time it fell little wind, and the weather soon after Clear'd up, which, a little after 11, gave us an Opportunity of taking several observations of the Sun and Moon, the Mean result of which gave 207 degrees 56 minutes West Longitude from the Meridian of Greenwich. From these observations the Longitude of the Ship at Noon was 207 degrees 58 minutes, and by the Log 208 degrees 20 minutes, the difference being only 22 minutes; and this Error may as well be in the one as the other. Our Latitude at Noon was 39 degrees 36 minutes South, the Longitude made from Cape Farewell 22 degrees 22 minutes West."	1770-04-17	-39.6	NA
"Wednesday, 18th. Winds Southerly, a hard gale, with heavy squalls, attended with Showers of rain and a great Sea from the same Quarter. At 3 p.m. Close reeft the Topsails, handed the Main and Mizen Topsail, and got down Top Gallant Yards. At 6 the Gale increased to such a height as to oblige us to take in the Foretopsail and Mainsail, and to run under the Foresail and Mizen all night; Sounding every 2 hours, but found no ground with 120 fathoms. At 6 a.m. set the Mainsail, and soon after the Foretopsail, and before Noon the Maintopsail, both close reeft. At Noon our Latitude by observation was 38 degrees 45 minutes South, Longitude from Cape Farewell 23 degrees 43 minutes West; and Course and distance run since Yesterday noon North 51 degrees West, 82 Miles. Last night we saw a Port Egmont Hen, and this morning 2 More, a Pintado bird, several Albetrosses, and black sheer Waters. The first of these birds are Certain signs of the nearness of land; indeed we cannot be far from it. By our Longitude we are a degree to the Westward of the East side of Van Diemen's Land, according to Tasman, the first discoverer's, Longitude of it, who could not err much in so short a run as from this land to New Zeland; and by our Latitude we could not be above 50 or 55 Leagues to the Northward of the place where he took his departure from."	1770-04-18	-38.75	-23.7166666666667
"THURSDAY, 19th. In the P.M. had fresh Gales at South-South-West and Cloudy Squally weather, with a large Southerly Sea; at 6 took in the Topsails, and at 1 A.M. brought too and Sounded, but had no ground with 130 fathoms of line. At 5, set the Topsails close reef'd, and 6, saw land* (* The south-east coast of Australia. See chart.) extending from North-East to West, distance 5 or 6 Leagues, having 80 fathoms, fine sandy bottom. We continued standing to the Westward with the Wind at South-South-West until 8, at which time we got Topgallant Yards a Cross, made all sail, and bore away along shore North-East for the Eastermost land we had in sight, being at this time in the Latitude of 37 degrees 58 minutes South, and Longitude of 210 degrees 39 minutes West. The Southermost point of land we had in sight, which bore from us West 1/4 South, I judged to lay in the Latitude of 38 degrees 0 minutes South and in the Longitude of 211 degrees 7 minutes West from the Meridian of Greenwich. I have named it Point Hicks, because Lieutenant Hicks was the first who discover'd this Land. To the Southward of this point we could see no land, and yet it was clear in that Quarter, and by our Longitude compared with that of Tasman's, the body of Van Diemen's land ought to have bore due South from us, and from the soon falling of the Sea after the wind abated I had reason to think it did; but as we did not see it, and finding the Coast to trend North-East and South-West, or rather more to the Westward, makes me Doubtfull whether they are one land or no.* (* Had not the gale on the day before forced Cook to run to the northward, he would have made the north end of the Furneaux Group, and probably have discovered Bass Strait, which would have cleared up the doubt, which he evidently felt, as to whether Tasmania was an island or not. The fact was not positively known until Dr. Bass sailed through the Strait in a whale-boat in 1797. Point Hicks was merely a rise in the coast-line, where it dipped below the horizon to the westward, and the name of Point Hicks Hill is now borne by an elevation that seems to agree with the position.) However, every one who compares this Journal with that of Tasman's will be as good a judge as I am; but it is necessary to observe that I do not take the Situation of Vandiemen's from the Printed Charts, but from the extract of Tasman's Journal, published by Dirk Rembrantse. At Noon we were in the Latitude of 37 degrees 50 minutes and Longitude of 210 degrees 29 minutes West. The extreams of the Land extending from North-West to East-North-East, a remarkable point, bore North 20 degrees East, distant 4 Leagues. This point rises to a round hillock very much like the Ramhead going into Plymouth sound, on which account I called it by the same name; Latitude 37 degrees 39 minutes, Longitude 210 degrees 22 minutes West. The Variation by an Azimuth taken this morning was 8 degrees 7 minutes East. What we have as yet seen of this land appears rather low, and not very hilly, the face of the Country green and Woody, but the Sea shore is all a white Sand."	1770-04-19	-37.9666666666667	150.65
"Friday, 20th. In the P.M. and most part of the night had a fresh Gale Westerly, with Squalls, attended with Showers of rain. In the A.M. had the Wind at South-West, with Severe weather. At 1 p.m. saw 3 Water Spouts at once; 2 were between us and the Shore, and one at some distance upon our Larboard Quarter. At 6, shortned sail, and brought too for the Night, having 56 fathoms fine sandy bottom. The Northermost land in sight bore North by East 1/2 East, and a small Island* (* Gabo Island.) lying close to a point on the Main bore West, distant 2 Leagues. This point I have named Cape Howe* (* Cape Howe, called after Admiral Earl Howe, is the south-east point of Australia. The position is almost exact.); it may be known by the Trending of the Coast, which is North on the one Side and South-West on the other. Latitude 37 degrees 28 minutes South; Longitude 210 degrees 3 minutes West. It may likewise be known by some round hills upon the main just within it. Having brought too with her head off Shore, we at 10 wore, and lay her head in until 4 a.m., at which time we made sail along shore to the Northward. At 6, the Northermost land in sight bore North, being at this time about 4 Leagues from the Land. At Noon we were in the Latitude of 36 degrees 51 minutes South and Longitude of 209 degrees 53 minutes West, and 3 Leagues from the land. Course sail'd along shore since Yesterday at Noon was first North 52 degrees East, 30 miles, then North by East and North by West, 41 Miles. The weather being clear gave us an opportunity to View the Country, which had a very agreeable and promising aspect, diversified with hills, ridges, plains, and Valleys, with some few small lawns; but for the most part the whole was covered with wood, the hills and ridges rise with a gentle slope; they are not high, neither are there many of them."	1770-04-20	-37.4666666666667	150.05
"Saturday, 21st. Winds Southerly, a Gentle breeze, and Clear weather, with which we coasted along shore to the Northward. In the P.M. we saw the smoke of fire in several places; a Certain sign that the Country is inhabited. At 6, being about 2 or 3 Leagues from the land, we shortned Sail, and Sounded and found 44 fathoms, a sandy bottom. Stood on under an easey sail until 12 o'Clock, at which time we brought too until 4 A.M., when we made sail, having then 90 fathoms, 5 Leagues from the land. At 6, we were abreast of a pretty high Mountain laying near the Shore, which, on account of its figure, I named Mount Dromedary (Latitude 36 degrees 18 minutes South, Longitude 209 degrees 55 minutes West). The shore under the foot of the Mountain forms a point, which I have named Cape Dromedary, over which is a peaked hillock. At this time found the Variation to be 10 degrees 42 minutes East. Between 10 and 11 o'Clock Mr. Green and I took several Observations of the Sun and Moon, the mean result of which gave 209 degrees 17 minutes West Longitude from the Meridian of Greenwich. By observation made yesterday we were in the Longitude 210 degrees 9 minutes. West 20 minutes gives 209 degrees 49 minutes the Longitude of the Ship to-day at noon per yesterday's observation, the Mean of which and to-day's give 209 degrees 33 minutes West, by which I fix the Longitude of this Coast. Our Latitude at Noon was 35 degrees 49 minutes South; Cape Dromedary bore South 30 degrees West, distant 12 Leagues. An Open Bay* (* Bateman Bay.) wherein lay 3 or 4 Small Islands, bore North-West by West, distant 5 or 6 Leagues. This Bay seem'd to be but very little Shelter'd from the Sea Winds, and yet it is the only likely Anchoring place I have yet seen upon the Coast."	1770-04-21	-36.3	151.916666666667
